Year,Location,Data type,Date,Lease #,Finfish/Shellfish/Reference,NSDFA ID,Soft or Hard Bottom Station ,Latitude,Longitude,Number of Replicates,Mean Redox (mVNHE),Mean Sulphide (µM),Mean Porosity (%),Mean Organic Matter (%),"Presence or absence of visual indicators (Beggiatoa like bacteria, OPC, barreness)",Location 1
2021,Aspotogan Harbour,EMP-Level III,"Apr 06, 2021",1006,Fin,APH120,Soft,44.50522,-64.04975,3,-104,3285,53.09,15.9,,"(44.50522, -64.04975)"
2021,Aspotogan Harbour,EMP-Level III,"Apr 06, 2021",1006,Fin,APH57,Soft,44.50535,-64.04881,3,201,74,57.37,12.99,,"(44.50535, -64.04881)"
2021,Aspotogan Harbour,EMP-Level III,"Apr 06, 2021",1006,Fin,APH132,Soft,44.50529,-64.04677,3,52,325,35.35,3.12,,"(44.50529, -64.04677)"
2021,Aspotogan Harbour,EMP-Level III,"Apr 06, 2021",1006,Fin,APH125,Soft,44.50508,-64.04773,3,216,56,50.98,7.45,,"(44.50508, -64.04773)"
2021,Aspotogan Harbour,EMP-Level III,"Apr 06, 2021",1006,Fin,APH124,Soft,44.50579,-64.04562,3,-65,3392,69.41,18.36,,"(44.50579, -64.04562)"
2021,Aspotogan Harbour,EMP-Level III,"Apr 06, 2021",1006,Ref,APH121,Soft,44.50374,-64.05441,3,217,97,30.09,2.06,,"(44.50374, -64.05441)"
2021,Shelburne Harbour,EMP-Level III,"Apr 07, 2021",1192,Fin,SBH353,Soft,43.734,-65.32988,3,26,924,79.89,18.74,,"(43.734, -65.32988)"
2021,Shelburne Harbour,EMP-Level III,"Apr 07, 2021",1192,Ref,SBH181,Soft,43.72979,-65.33096,3,139,39,80.18,17.02,,"(43.72979, -65.33096)"
2021,Shelburne Harbour,EMP-Level III,"Apr 07, 2021",1192,Fin,SBH347,Soft,43.73263,-65.33033,3,63,335,81.17,17.79,,"(43.73263, -65.33033)"
2021,Shelburne Harbour,EMP-Level III,"Apr 07, 2021",1192,Fin,SBH363,Soft,43.73338,-65.33029,3,-63,602,78.88,19.41,,"(43.73338, -65.33029)"
2021,Shelburne Harbour,EMP-Level III,"Apr 07, 2021",1192,Fin,SBH352,Soft,43.73301,-65.32893,3,70,122,80.17,18.04,,"(43.73301, -65.32893)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Fin,SBH377,Soft,43.73268,-65.33052,3,46,927,81.56,17.86,,"(43.73268, -65.33052)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Ref,SBH181,Soft,43.72974,-65.33096,3,176,26,81.49,16.59,,"(43.72974, -65.33096)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Fin,SBH361,Soft,43.73323,-65.32889,3,-124,2329,79.55,17.91,,"(43.73323, -65.32889)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Fin,SBH348,Soft,43.73373,-65.32907,3,93,425,77.1,21.49,,"(43.73373, -65.32907)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Fin,SBH362,Soft,43.73295,-65.32936,3,-146,10027,87.09,35.36,,"(43.73295, -65.32936)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Fin,SBH356,Soft,43.73315,-65.33047,3,-12,247,80.39,18.19,,"(43.73315, -65.33047)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Fin,SBH357,Soft,43.73364,-65.33018,3,-105,1171,80.2,20.52,,"(43.73364, -65.33018)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 06, 2021",1192,Fin,SBH353,Soft,43.73398,-65.32976,3,-95,1498,77.69,20.1,,"(43.73398, -65.32976)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Fin,JDB35,Soft,43.70041,-65.19413,3,297,64,22.56,0.79,,"(43.70041, -65.19413)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Fin,JDB74,Soft,43.70027,-65.19489,3,241,125,22.82,0.76,,"(43.70027, -65.19489)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Fin,JDB20,Soft,43.70479,-65.19668,3,174,325,25.58,0.95,,"(43.70479, -65.19668)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Fin,JDB58,Soft,43.7054,-65.1967,3,-83,6093,23.85,1.65,,"(43.7054, -65.1967)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Ref,JDB19,Soft,43.70814,-65.19841,3,195,0,21.2,0.75,,"(43.70814, -65.19841)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Fin,JDB103,Soft,43.70558,-65.19591,3,-4,5615,23.38,2.84,,"(43.70558, -65.19591)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Fin,JDB37,Soft,43.70488,-65.19546,3,206,83,24.12,1.19,,"(43.70488, -65.19546)"
2021,Jordan Bay,EMP-Level I,"Jul 07, 2021",1358,Fin,JDB78,Soft,43.70113,-65.1941,3,268,40,23.33,0.86,,"(43.70113, -65.1941)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH122,Soft,44.50464,-64.0508,3,131,275,47.19,6.67,,"(44.50464, -64.0508)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Ref,APH121,Soft,44.50372,-64.05436,3,219,59,25.98,1.21,,"(44.50372, -64.05436)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH134,Soft,44.50547,-64.04521,3,-127,1629,72.72,18.82,,"(44.50547, -64.04521)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH133,Soft,44.5055,-64.04578,3,-144,3137,60.53,12.97,,"(44.5055, -64.04578)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH124,Soft,44.50573,-64.04562,3,-172,8020,81.49,26.5,,"(44.50573, -64.04562)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH123,Soft,44.50579,-64.04679,3,-16,636,35.27,4.01,,"(44.50579, -64.04679)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH139,Soft,44.50563,-64.04792,3,-44,477,67.37,15.07,,"(44.50563, -64.04792)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH140,Soft,44.50523,-64.04763,3,-125,1156,45.6,5.45,,"(44.50523, -64.04763)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH141,Soft,44.50506,-64.0485,3,-142,1262,48.55,8.77,,"(44.50506, -64.0485)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH119,Soft,44.50481,-64.04946,3,5,175,38.81,4.08,,"(44.50481, -64.04946)"
2021,Aspotogan Harbour,EMP-Enhanced Monitoring,"Jul 08, 2021",1006,Fin,APH120,Soft,44.50525,-64.04977,3,269,155,50.88,9.31,,"(44.50525, -64.04977)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 12, 2021",0602,Ref,SBH-130,Soft,43.72674,-65.32141,3,167,89,78.85,14.84,,"(43.72674, -65.32141)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 12, 2021",0602,Fin,SBH-F,Soft,43.72336,-65.32126,3,-8,1724,77.61,16.26,,"(43.72336, -65.32126)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 12, 2021",0602,Fin,SBH-G,Soft,43.72188,-65.3212,3,143,156,77.95,14.9,,"(43.72188, -65.3212)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 12, 2021",0983,Fin,SBH-C,Soft,43.74065,-65.32854,3,-49,1169,81.2,19.83,,"(43.74065, -65.32854)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 12, 2021",0983,Ref,SBH-176,Soft,43.74321,-65.32801,3,206,57,81.28,18.95,,"(43.74321, -65.32801)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 12, 2021",0983,Fin,SBH-D,Soft,43.73989,-65.32907,3,209,131,83.11,20.52,,"(43.73989, -65.32907)"
2021,Shelburne Harbour,EMP-Enhanced Monitoring,"Jul 12, 2021",0983,Fin,SBH-E,Soft,43.73905,-65.3292,3,234,52,54.49,7.23,,"(43.73905, -65.3292)"
2021,Shelburne Harbour,EMP-Level I,"Jul 13, 2021",1345,Fin,SBH328,Soft,43.65282,-65.28047,3,452,6,20.73,0.61,,"(43.65282, -65.28047)"
2021,Shelburne Harbour,EMP-Level I,"Jul 13, 2021",1345,Fin,SBH322,Soft,43.65334,-65.28003,3,448,17,22.12,0.53,,"(43.65334, -65.28003)"
2021,Shelburne Harbour,EMP-Level I,"Jul 13, 2021",1345,Fin,SBH337,Soft,43.65624,-65.28512,3,465,2,21.46,0.56,,"(43.65624, -65.28512)"
2021,Shelburne Harbour,EMP-Level I,"Jul 13, 2021",1345,Fin,SBH344,Soft,43.65662,-65.28613,3,438,13,20.35,0.67,,"(43.65662, -65.28613)"
2021,Shelburne Harbour,EMP-Level I,"Jul 13, 2021",1345,Ref,SBH98,Soft,43.65148,-65.27791,3,459,0,21.63,0.61,,"(43.65148, -65.27791)"
2021,Shelburne Harbour,EMP-Level I,"Jul 13, 2021",1345,Fin,SBH370,Soft,43.65484,-65.2846,3,574,42,20.26,0.93,,"(43.65484, -65.2846)"
2021,Shelburne Harbour,EMP-Level I,"Jul 13, 2021",1345,Fin,SBH317,Soft,43.6562,-65.2865,3,600,45,20.05,0.71,,"(43.6562, -65.2865)"
2021,Liverpool Bay,EMP-Level I,"Jul 14, 2021",1205,Fin,LVP58,Soft,44.04112,-64.6392,3,322,81,28.37,1.65,,"(44.04112, -64.6392)"
2021,Liverpool Bay,EMP-Level I,"Jul 14, 2021",1205,Fin,LVP46,Soft,44.04251,-64.63927,3,55,591,27.9,2.22,,"(44.04251, -64.63927)"
2021,Liverpool Bay,EMP-Level I,"Jul 14, 2021",1205,Fin,LVP61,Soft,44.04391,-64.63958,3,228,198,23.06,1.25,,"(44.04391, -64.63958)"
2021,Liverpool Bay,EMP-Level I,"Jul 14, 2021",1205,Ref,LVP06,Soft,44.04494,-64.63898,3,281,24,23.98,1.09,,"(44.04494, -64.63898)"
2021,Liverpool Bay,EMP-Level I,"Jul 14, 2021",1205,Fin,LVP60,Soft,44.04397,-64.64018,3,259,153,23.74,1.58,,"(44.04397, -64.64018)"
2021,Liverpool Bay,EMP-Level I,"Jul 14, 2021",1205,Fin,LVP21,Soft,44.04344,-64.64024,3,224,360,22.83,1.18,,"(44.04344, -64.64024)"
2021,Brier Island,EMP-Level I,"Jul 15, 2021",0742,Fin,BRI53,Soft,44.26117,-66.34692,3,231,81,24.12,1.89,,"(44.26117, -66.34692)"
2021,Brier Island,EMP-Level I,"Jul 15, 2021",0742,Fin,BRI54,Soft,44.26249,-66.34723,3,246,120,25.56,1.67,,"(44.26249, -66.34723)"
2021,Brier Island,EMP-Level I,"Jul 15, 2021",0742,Fin,BRI55,Soft,44.26298,-66.34684,3,301,17,18.46,1.36,,"(44.26298, -66.34684)"
2021,Brier Island,EMP-Level I,"Jul 15, 2021",0742,Ref,BRI14,Soft,44.26336,-66.3455,3,346,0,28.07,1.41,,"(44.26336, -66.3455)"
2021,Annapolis Basin,EMP-Level I,"Aug 03, 2021",1040,Fin,ANB102,Soft,44.66859,-65.72146,3,82,268,26.86,2.29,,"(44.66859, -65.72146)"
2021,Annapolis Basin,EMP-Level I,"Aug 03, 2021",1040,Fin,ANB106,Soft,44.6686,-65.72073,3,77,233,36.79,3.56,,"(44.6686, -65.72073)"
2021,Annapolis Basin,EMP-Level I,"Aug 03, 2021",1040,Fin,ANB114,Hard,44.66772,-65.72165,3,,,,,Absence,"(44.66772, -65.72165)"
2021,Annapolis Basin,EMP-Level I,"Aug 03, 2021",1040,Fin,ANB120,Hard,44.66679,-65.72478,3,,,,,Absence,"(44.66679, -65.72478)"
2021,Annapolis Basin,EMP-Level I,"Aug 03, 2021",1040,Fin,ANB112,Hard,44.66719,-65.72504,3,,,,,Absence,"(44.66719, -65.72504)"
2021,Annapolis Basin,EMP-Level I,"Aug 03, 2021",1040,Ref,ANB55,Hard,44.66984,-65.7167,3,,,,,Absence,"(44.66984, -65.7167)"
2021,Annapolis Basin,EMP-Level I,"Aug 18, 2021",1039,Fin,ANB115,Soft,44.65669,-65.75592,3,-117,373,32.72,4.01,,"(44.65669, -65.75592)"
2021,Annapolis Basin,EMP-Level I,"Aug 18, 2021",1039,Fin,ANB119,Soft,44.65518,-65.75499,3,43,120,43.45,3.75,,"(44.65518, -65.75499)"
2021,Annapolis Basin,EMP-Level I,"Aug 18, 2021",1039,Fin,ANB117,Soft,44.65419,-65.75595,3,-169,953,39.42,6.62,,"(44.65419, -65.75595)"
2021,Annapolis Basin,EMP-Level I,"Aug 18, 2021",1039,Fin,ANB88,Soft,44.65215,-65.75558,3,-118,817,45.85,5.19,,"(44.65215, -65.75558)"
2021,Annapolis Basin,EMP-Level I,"Aug 18, 2021",1039,Fin,ANB37,Soft,44.6522,-65.75492,3,-135,539,45.09,4.87,,"(44.6522, -65.75492)"
2021,Annapolis Basin,EMP-Level I,"Aug 18, 2021",1039,Ref,ANB05,Soft,44.65061,-65.75544,3,151,104,44.78,4.27,,"(44.65061, -65.75544)"
2021,St. Mary's Bay,EMP-Level I,"Aug 19, 2021",1354,Fin,STM132,Soft,44.27311,-66.28794,3,299,28,32.3,2.43,,"(44.27311, -66.28794)"
2021,St. Mary's Bay,EMP-Level I,"Aug 19, 2021",1354,Fin,STM135,Soft,44.27278,-66.28984,3,250,38,30.46,2.41,,"(44.27278, -66.28984)"
2021,St. Mary's Bay,EMP-Level I,"Aug 19, 2021",1354,Fin,STM134,Soft,44.27188,-66.29018,3,244,13,30.59,2.42,,"(44.27188, -66.29018)"
2021,St. Mary's Bay,EMP-Level I,"Aug 19, 2021",1354,Fin,STM133,Soft,44.27222,-66.28833,3,295,6,30.87,2.46,,"(44.27222, -66.28833)"
2021,St. Mary's Bay,EMP-Level I,"Aug 19, 2021",1354,Ref,STM130,Soft,44.26798,-66.29401,3,273,3,32.66,2.71,,"(44.26798, -66.29401)"
2021,Shelburne Harbour,EMP-Level I,"Aug 23, 2021",0983,Fin,SBH367,Soft,43.74063,-65.32854,3,-98,905,81.09,20.11,,"(43.74063, -65.32854)"
2021,Shelburne Harbour,EMP-Level I,"Aug 23, 2021",0983,Ref,SBH176,Soft,43.74324,-65.32798,3,90,10,82.04,19.17,,"(43.74324, -65.32798)"
2021,Shelburne Harbour,EMP-Level I,"Aug 23, 2021",0983,Fin,SBH368,Soft,43.73993,-65.32906,3,77,141,80.73,23.54,,"(43.73993, -65.32906)"
2021,Shelburne Harbour,EMP-Level I,"Aug 23, 2021",0983,Fin,SBH369,Soft,43.73908,-65.32923,3,41,193,55.29,7.66,,"(43.73908, -65.32923)"
2021,Shelburne Harbour,EMP-Level I,"Aug 16, 2021",1192,Fin,SBH377,Soft,43.73267,-65.33053,3,-148,2797,80.8,19,,"(43.73267, -65.33053)"
2021,Shelburne Harbour,EMP-Level I,"Aug 16, 2021",1192,Ref,SBH181,Soft,43.72975,-65.33097,3,132,37,79.97,17.45,,"(43.72975, -65.33097)"
2021,Shelburne Harbour,EMP-Level I,"Aug 16, 2021",1192,Fin,SBH362,Soft,43.73297,-65.32931,3,-169,8130,85.96,33.09,,"(43.73297, -65.32931)"
2021,Shelburne Harbour,EMP-Level I,"Aug 16, 2021",1192,Fin,SBH378,Soft,43.73326,-65.32884,3,-126,1276,81.38,18.07,,"(43.73326, -65.32884)"
2021,Shelburne Harbour,EMP-Level I,"Aug 16, 2021",1192,Fin,SBH353,Soft,43.73397,-65.32978,3,-150,2933,79.81,19.72,,"(43.73397, -65.32978)"
2021,Shelburne Harbour,EMP-Level I,"Aug 23, 2021",0602,Fin,SBH350,Soft,43.72186,-65.32122,3,-139,1677,78.82,15.88,,"(43.72186, -65.32122)"
2021,Shelburne Harbour,EMP-Level I,"Aug 23, 2021",0602,Fin,SBH366,Soft,43.72334,-65.32127,3,-141,1340,80.82,17.86,,"(43.72334, -65.32127)"
2021,Shelburne Harbour,EMP-Level I,"Aug 23, 2021",0602,Ref,SBH130,Soft,43.72671,-65.32139,3,26,57,79.02,15.72,,"(43.72671, -65.32139)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Fin,APH134,Soft,44.50553,-64.04524,3,53,236,42.17,4.97,,"(44.50553, -64.04524)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Fin,APH133,Soft,44.50555,-64.04579,3,-61,486,81.62,27.65,,"(44.50555, -64.04579)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Fin,APH124,Soft,44.50582,-64.04555,3,-135,1673,68.81,22.83,,"(44.50582, -64.04555)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Fin,APH141,Soft,44.50505,-64.04849,3,-133,1339,51.6,10.11,,"(44.50505, -64.04849)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Fin,APH122,Soft,44.50469,-64.05077,3,22,457,35.36,4.35,,"(44.50469, -64.05077)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Ref,APH121,Soft,44.50373,-64.05436,3,301,26,24.48,1.59,,"(44.50373, -64.05436)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Fin,APH142,Soft,44.50484,-64.04947,3,59,275,56.13,10.6,,"(44.50484, -64.04947)"
2021,Aspotogan Harbour,EMP-Level I,"Aug 17, 2021",1006,Fin,APH139,Soft,44.50566,-64.04785,3,49,309,56.81,13.47,,"(44.50566, -64.04785)"
2021,Shelburne Harbour,EMP-Level II,"Sep 08, 2021",1192,Fin,SBH352,Soft,43.73297,-65.32894,3,-94,1450,,,,"(43.73297, -65.32894)"
2021,Shelburne Harbour,EMP-Level II,"Sep 08, 2021",1192,Fin,SBH379,Soft,43.73267,-65.32908,3,-128,2005,,,,"(43.73267, -65.32908)"
2021,Shelburne Harbour,EMP-Level II,"Sep 08, 2021",1192,Fin,SBH359,Soft,43.73191,-65.32937,3,-61,317,,,,"(43.73191, -65.32937)"
2021,Shelburne Harbour,EMP-Level II,"Sep 08, 2021",1192,Fin,SBH358,Soft,43.73241,-65.33072,3,144,32,,,,"(43.73241, -65.33072)"
2021,Shelburne Harbour,EMP-Level II,"Sep 08, 2021",1192,Fin,SBH380,Soft,43.73414,-65.33002,3,238,22,,,,"(43.73414, -65.33002)"
2021,Shelburne Harbour,EMP-Level II,"Sep 08, 2021",1192,Fin,SBH365,Soft,43.73369,-65.32874,3,-1,266,,,,"(43.73369, -65.32874)"
2021,Shelburne Harbour,EMP-Level II,"Sep 21, 2021",0602,Fin,SBH371,Soft,43.72191,-65.32168,3,-3,1018,,,,"(43.72191, -65.32168)"
2021,Shelburne Harbour,EMP-Level II,"Sep 21, 2021",0602,Fin,SBH372,Soft,43.72161,-65.32195,3,111,164,,,,"(43.72161, -65.32195)"
2021,Shelburne Harbour,EMP-Level II,"Sep 21, 2021",0602,Fin,SBH373,Soft,43.7217,-65.32098,3,-59,482,,,,"(43.7217, -65.32098)"
2021,Shelburne Harbour,EMP-Level II,"Sep 21, 2021",0602,Fin,SBH374,Soft,43.72231,-65.32101,3,-39,461,,,,"(43.72231, -65.32101)"
2021,Shelburne Harbour,EMP-Level II,"Sep 21, 2021",0602,Fin,SBH375,Soft,43.72349,-65.32108,3,156,121,,,,"(43.72349, -65.32108)"
2021,Shelburne Harbour,EMP-Level II,"Sep 21, 2021",0602,Fin,SBH376,Soft,43.72334,-65.32237,3,123,185,,,,"(43.72334, -65.32237)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB178,Soft,45.94979,-61.12069,3,-67,4883,85.18,35.45,,"(45.94979, -61.12069)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB179,Soft,45.94887,-61.11925,3,-42,2487,80.67,17.23,,"(45.94887, -61.11925)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Ref,WYB180,Soft,45.9465,-61.12064,3,-49,2900,84.31,17.27,,"(45.9465, -61.12064)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Ref,WYB150,Soft,45.94457,-61.12485,3,-42,2517,84.99,17.07,,"(45.94457, -61.12485)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB181,Soft,45.94712,-61.13255,3,-66,6020,71.97,11.7,,"(45.94712, -61.13255)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB182,Soft,45.94646,-61.13276,3,-49,6360,78.72,14.7,,"(45.94646, -61.13276)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB183,Soft,45.94756,-61.13105,3,-24,3247,76.31,16.43,,"(45.94756, -61.13105)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB184,Soft,45.9479,-61.13078,3,-44,7737,84.81,19.8,,"(45.9479, -61.13078)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB185,Soft,45.94828,-61.13037,3,-43,5127,87.07,23.44,,"(45.94828, -61.13037)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 21, 2021",0814x,Fin,WYB186,Soft,45.94802,-61.13051,3,-53,3747,84.55,17.53,,"(45.94802, -61.13051)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB103,Soft,45.95183,-61.12018,3,-224,4273,80.95,22.06,,"(45.95183, -61.12018)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB93,Soft,45.95173,-61.12101,3,-217,4940,88.39,31.04,,"(45.95173, -61.12101)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB35,Soft,45.9511,-61.12156,3,-204,5853,90.26,36.07,,"(45.9511, -61.12156)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB187,Soft,45.95098,-61.1213,3,-198,4373,88.02,40.87,,"(45.95098, -61.1213)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB160,Soft,45.95026,-61.12017,3,-194,7487,87.32,32.87,,"(45.95026, -61.12017)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB188,Soft,45.94946,-61.12027,3,-204,7330,86.51,21.77,,"(45.94946, -61.12027)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB87,Soft,45.948,-61.12424,3,-200,3563,86.84,20.06,,"(45.948, -61.12424)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB189,Soft,45.94863,-61.12893,3,-190,3770,88.7,24.56,,"(45.94863, -61.12893)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB70,Soft,45.94884,-61.12995,3,-196,3120,85.92,20.78,,"(45.94884, -61.12995)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB56,Soft,45.94916,-61.12763,3,-202,4990,87.19,24.24,,"(45.94916, -61.12763)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB190,Soft,45.94975,-61.12691,3,-200,4170,86.9,21.01,,"(45.94975, -61.12691)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB111,Soft,45.95028,-61.12718,3,-200,6117,85,21.76,,"(45.95028, -61.12718)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB191,Soft,45.95059,-61.12635,3,-183,3777,87,30.88,,"(45.95059, -61.12635)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB164,Soft,45.95046,-61.12373,3,-199,4633,87.8,24.36,,"(45.95046, -61.12373)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB165,Soft,45.95113,-61.12556,3,-196,3257,87.98,28.42,,"(45.95113, -61.12556)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB30,Soft,45.9511,-61.12632,3,-196,3607,88.23,30.5,,"(45.9511, -61.12632)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB192,Soft,45.9513,-61.1258,3,-190,3527,76.65,22.55,,"(45.9513, -61.1258)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB193,Soft,45.95123,-61.12448,3,-195,3097,86.56,28.84,,"(45.95123, -61.12448)"
2021,Whycocomagh Bay,EMP-Level I,"Sep 23, 2021",0814x,Fin,WYB194,Soft,45.95126,-61.12513,3,-192,2557,86.08,22.2,,"(45.95126, -61.12513)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Fin,WYB195,Soft,45.97793,-61.02869,3,-189,2337,83.29,21.02,,"(45.97793, -61.02869)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Fin,WYB196,Soft,45.97808,-61.02822,3,-187,2077,84.17,30.87,,"(45.97808, -61.02822)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Fin,WYB197,Soft,45.97723,-61.02729,3,-177,797,76.8,17.15,,"(45.97723, -61.02729)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Fin,WYB132,Soft,45.97688,-61.02715,3,-183,2438,79.32,17.91,,"(45.97688, -61.02715)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Fin,WYB198,Soft,45.97589,-61.0277,3,-127,243,74.58,15.87,,"(45.97589, -61.0277)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Fin,WYB131,Soft,45.97658,-61.02798,3,-170,1303,86.61,46.84,,"(45.97658, -61.02798)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Fin,WYB199,Soft,45.97762,-61.02711,3,-126,135,77.75,15.77,,"(45.97762, -61.02711)"
2021,Whycocomagh Bay,EMP-Level I,"Oct 04, 2021",5010,Ref,WYB66,Soft,45.9758,-61.0311,3,-127,114,77.31,16.14,,"(45.9758, -61.0311)"
2021,Whycocomagh Bay,EMP-Level II,"Nov 02, 2021",0814x,Fin,WYB200,Soft,45.95021,-61.12118,3,-121,1706,,,,"(45.95021, -61.12118)"
2021,Whycocomagh Bay,EMP-Level II,"Nov 02, 2021",0814x,Fin,WYB201,Soft,45.9461,-61.13327,3,-62,479,,,,"(45.9461, -61.13327)"
2021,Whycocomagh Bay,EMP-Level II,"Nov 02, 2021",0814x,Fin,WYB202,Soft,45.94738,-61.13303,3,-101,1811,,,,"(45.94738, -61.13303)"
2021,Whycocomagh Bay,EMP-Level II,"Nov 02, 2021",0814x,Fin,WYB202,Soft,45.9474,-61.13303,3,-100,1648,,,,"(45.9474, -61.13303)"
