DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,LaboratoryName,ObjectId
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/4/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,0.177,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5684
HRM LakeWatchers 2023 Spring Lab Results,POR-MS_OUT,Porters Lake (Middle South) Outlet,44.701944,-63.283056,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/15/2023 0:00,0,m,Escherichia coli,,,16,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),5685
HRM Lakes Water Quality Monitoring Data,PET_SD,Petpeswick Lake Deep Water,44.771111,-63.195556,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Titanium,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5686
HRM LakeWatchers 2023 Spring Lab Results,POR-MS_OUT,Porters Lake (Middle South) Outlet,44.701944,-63.283056,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/23/2022 0:00,0,m,Escherichia coli,,,8,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),5687
HRM Lakes Water Quality Monitoring Data,RUS_OUT,Russell Lake Outlet,44.667222,-63.521667,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/28/2022 0:00,0,m,Dissolved Oxygen (DO),,,10.87,mg/L,Actual,,,,,,YSI,,,5688
HRM LakeWatchers 2023 Spring Lab Results,PET_SD,Petpeswick Lake Deep Water,44.771111,-63.195556,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,-20,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0032,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5689
HRM LakeWatchers 2023 Spring Lab Results,POR-MS_OUT,Porters Lake (Middle South) Outlet,44.701944,-63.283056,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/25/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0034,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5690
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2023 0:00,-11,m,"Chlorophyll a, corrected for pheophytin",,,0.129,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5691
HRM Lakes Water Quality Monitoring Data,SAN_OUT,Sandy Lake (Bedford) Outlet,44.740278,-63.706944,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,5/4/2022 0:00,0,m,Conductivity,,,0.159,ms/cm,Actual,,,,,,YSI,,,5692
HRM LakeWatchers 2023 Spring Lab Results,PET_SD,Petpeswick Lake Deep Water,44.771111,-63.195556,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0015,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5693
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.44,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5694
HRM Lakes Water Quality Monitoring Data,SAN_OUT,Sandy Lake (Bedford) Outlet,44.740278,-63.706944,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,5/4/2022 0:00,0,m,Dissolved Oxygen (DO),,,11.2,mg/L,Actual,,,,,,YSI,,,5695
HRM LakeWatchers 2023 Spring Lab Results,PET_SD,Petpeswick Lake Deep Water,44.771111,-63.195556,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,-20,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0011,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5696
HRM LakeWatchers 2023 Spring Lab Results,POR-MS_OUT,Porters Lake (Middle South) Outlet,44.701944,-63.283056,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/23/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.012,mg/L,Actual,,0.005,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5697
HRM LakeWatchers 2023 Spring Lab Results,PET_SD,Petpeswick Lake Deep Water,44.771111,-63.195556,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0014,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5698
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/25/2022 0:00,-11,m,"Chlorophyll a, corrected for pheophytin",,,1.3,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5699
HRM LakeWatchers 2023 Spring Lab Results,POR-MS_OUT,Porters Lake (Middle South) Outlet,44.701944,-63.283056,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/15/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.055,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5700
HRM LakeWatchers 2023 Spring Lab Results,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,9/7/2023 0:00,-8,m,"Chlorophyll a, corrected for pheophytin",,,3.62,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5701
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/25/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.8,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5702
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Barium,,Total,8.8,ug/L,Actual,,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5703
HRM Lakes Water Quality Monitoring Data,PET_SD,Petpeswick Lake Deep Water,44.771111,-63.195556,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,"Total Phosphorus, mixed forms",as P,Total,0.0014,mg/L,Actual,,0.001,mg/L,Reporting Limit,"SM 23 4500-P A,B,F m",,AB SOP-00024,Bureau Veritas (formerly Maxxam),5704
HRM LakeWatchers 2023 Spring Lab Results,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/25/2023 0:00,-24,m,Chloride,,Dissolved,780,mg/L,Actual,,10,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00017,Bureau Veritas (formerly Maxxam),5705
HRM Lakes Water Quality Monitoring Data,PET_SD,Petpeswick Lake Deep Water,44.771111,-63.195556,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,"Total Phosphorus, mixed forms",as P,Total,0.0015,mg/L,Actual,,0.001,mg/L,Reporting Limit,"SM 23 4500-P A,B,F m",,AB SOP-00024,Bureau Veritas (formerly Maxxam),5706
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/25/2022 0:00,-11,m,"Chlorophyll a, corrected for pheophytin",,,1.65,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,5707
HRM LakeWatchers 2023 Spring Lab Results,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/15/2023 0:00,-24,m,Chloride,,Dissolved,900,mg/L,Actual,,10,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00017,Bureau Veritas (formerly Maxxam),5708
HRM LakeWatchers 2023 Spring Lab Results,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,9/7/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,3.89,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5709
HRM LakeWatchers 2023 Spring Lab Results,PET_OUT,Petpeswick Lake Outlet,44.771667,-63.203333,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.1,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5710
HRM LakeWatchers 2023 Spring Lab Results,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/23/2022 0:00,-23,m,Chloride,,Dissolved,620,mg/L,Actual,,10,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00017,Bureau Veritas (formerly Maxxam),5711
HRM LakeWatchers 2023 Spring Lab Results,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,9/5/2022 0:00,-8,m,"Chlorophyll a, corrected for pheophytin",,,16.7,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5712
HRM LakeWatchers 2023 Spring Lab Results,PET_OUT,Petpeswick Lake Outlet,44.771667,-63.203333,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,0.975,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5713
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Chloride,,Dissolved,1900,mg/L,Actual,,1,mg/L,Reporting Limit,SM 23 4500-Cl- E m,,ATL SOP 00014,Bureau Veritas (formerly Maxxam),5714
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/25/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.86,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,5715
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Lead,,Total,,,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5716
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.65,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,5717
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Manganese,,Total,840,ug/L,Actual,,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5718
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Molybdenum,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5719
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2023 0:00,-11,m,"Chlorophyll a, corrected for pheophytin",,,0.315,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,5720
HRM LakeWatchers 2023 Spring Lab Results,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,9/5/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,11,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5721
HRM LakeWatchers 2023 Spring Lab Results,PET_OUT,Petpeswick Lake Outlet,44.771667,-63.203333,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.44,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,5722
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Chromium,,Total,,,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5723
HRM LakeWatchers 2023 Spring Lab Results,PET_OUT,Petpeswick Lake Outlet,44.771667,-63.203333,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0019,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),5724
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Cobalt,,Total,,,Actual,Below Detection/Quantification Limit,0.4,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5725
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Nickel,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5726
HRM Lakes Water Quality Monitoring Data,PET_OUT,Petpeswick Lake Outlet,44.771667,-63.203333,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Total,0.0011,mg/L,Actual,,0.001,mg/L,Reporting Limit,"SM 23 4500-P A,B,F m",,AB SOP-00024,Bureau Veritas (formerly Maxxam),5727
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Iron,,Total,75,ug/L,Actual,,50,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5728
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/4/2023 0:00,-11,m,"Chlorophyll a, corrected for pheophytin",,,0.367,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,5729
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Lead,,Total,,,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5730
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/4/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,0.333,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,5731
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Manganese,,Total,140,ug/L,Actual,,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5732
HRM Lakes Water Quality Monitoring Data,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Copper,,Total,2.4,ug/L,Actual,,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5733
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Mercury,,Total,,,Actual,Below Detection/Quantification Limit,0.013,ug/L,Reporting Limit,245.1 R3 m,USEPA,ATL SOP 00026,Bureau Veritas (formerly Maxxam),5734
HRM Lakes Water Quality Monitoring Data,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100mL,Reporting Limit,MOE E3371 R2 (2018),,ATL SOP 00097,Bureau Veritas (formerly Maxxam),5735
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Molybdenum,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5736
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/4/2023 0:00,0,m,Escherichia coli,,,2,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),5737
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Nickel,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5738
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2023 0:00,0,m,Escherichia coli,,,6,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),5739
HRM Lakes Water Quality Monitoring Data,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,Tin,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5740
HRM LakeWatchers 2023 Spring Lab Results,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/25/2022 0:00,0,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),5741
HRM LakeWatchers 2023 Spring Lab Results,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,9/5/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0051,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),5742
HRM Lakes Water Quality Monitoring Data,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Iron,,Total,130,ug/L,Actual,,50,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5743
HRM Lakes Water Quality Monitoring Data,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Lead,,Total,,,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5744
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Potassium,,Total,36000,ug/L,Actual,,100,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5745
HRM Lakes Water Quality Monitoring Data,PINE_SD,Pine Lake Deep Water,44.809167,-63.301667,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/26/2022 0:00,,m,Aluminum,,Total,280,ug/L,Actual,,5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5746
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Thallium,,Total,,,Actual,Below Detection/Quantification Limit,0.1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5747
HRM LakeWatchers 2023 Spring Lab Results,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/23/2022 0:00,-23,m,"Total Phosphorus, mixed forms",as P,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),5748
HRM Lakes Water Quality Monitoring Data,PINE_SD,Pine Lake Deep Water,44.809167,-63.301667,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/26/2022 0:00,,m,Antimony,,Total,,,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5749
HRM Lakes Water Quality Monitoring Data,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Nickel,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5750
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,"Total Phosphorus, mixed forms",as P,Total,0.0086,mg/L,Actual,,0.001,mg/L,Reporting Limit,"SM 23 4500-P A,B,F m",,AB SOP-00024,Bureau Veritas (formerly Maxxam),5751
HRM LakeWatchers 2023 Spring Lab Results,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,9/5/2022 0:00,-8,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.058,mg/L,Actual,,0.005,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5752
HRM Lakes Water Quality Monitoring Data,PINE_SD,Pine Lake Deep Water,44.809167,-63.301667,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/26/2022 0:00,,m,Barium,,Total,3.5,ug/L,Actual,,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5753
HRM Lakes Water Quality Monitoring Data,SUS_SD,Susies Lake (Birch Cove) Deep Water,44.659444,-63.694444,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Sodium,,Total,42000,ug/L,Actual,,100,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),5754
HRM Lakes Water Quality Monitoring Data,POR-N_SD,Porters Lake (North) Deep Water,44.767222,-63.333056,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,"Total Phosphorus, mixed forms",as P,Total,0.0033,mg/L,Actual,,0.001,mg/L,Reporting Limit,"SM 23 4500-P A,B,F m",,AB SOP-00024,Bureau Veritas (formerly Maxxam),5755
HRM LakeWatchers 2023 Spring Lab Results,RUS_SD,Russell Lake Deep Water,44.665833,-63.525,WGS84,Lake/Pond,Sample-Routine,Surface Water,9/7/2023 0:00,-8,m,"Total Phosphorus, mixed forms",as P,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),5756
